id,不知道,不知道
70061,诞生在沼泽里的丑陋蘑菇，相传与其接触的人会霉运当头。,誕生在沼澤裏的醜陋蘑菇，相傳與其接觸的人會黴運當頭。
70070,降雨水仙,降雨水仙
70071,能够聚集一片雨云在其上空漂浮的神奇植物。,能夠聚集一片雨雲在其上空漂浮的神奇植物。
70080,星辰珊瑚,星辰珊瑚
70081,"攀附在沼泽木之上, 吸取着沼泽木的养分令自身成长着。","攀附在沼澤木之上, 吸取著沼澤木的養分令自身成長著。"
70090,黑海带,黑海帶
70091,漆黑的海带，仿佛能带来无尽的厄运。,漆黑的海帶，仿佛能帶來無盡的厄運。
70101,伴随着云朵而生的果实，能够给人带来奇妙的云端体验。,伴隨著雲朵而生的果實，能夠給人帶來奇妙的雲端體驗。
70111,在地下活动的高温度蚯蚓。,在地下活動的高溫度蚯蚓。
70121,能够融化岩石的虫子。,能夠融化岩石的蟲子。
70131,能够轻易在岩石中移动的神奇生物。,能夠輕易在岩石中移動的神奇生物。
70140,坚硬荆棘,堅硬荊棘
70141,异常危险的荆棘，请严谨操作。,異常危險的荊棘，請嚴謹操作。
70150,干涸地蔓,乾涸地蔓
70151,带有荒芜气息的地蔓。,帶有荒蕪氣息的地蔓。
70160,风滚草,風滾草
70161,会产生风的植物，很神奇。,會產生風的植物，很神奇。
70170,长明草,長明草
70171,能够长时间散发光亮的植物。,能夠長時間散發光亮的植物。
70180,辛辣辣椒,辛辣辣椒
70181,请把它离口鼻喉眼远一些。,請把它離口鼻喉眼遠一些。
70190,火焰麦穗,火焰麥穗
70191,真正能够烫伤你的麦穗。,真正能夠燙傷你的麥穗。
70200,珍珠果,珍珠果
70201,如同珍珠一般圆润的果子。,如同珍珠一般圓潤的果子。
70210,蜜虫,蜜蟲
70211,凝聚着虫蜜的虫体。,凝聚著蟲蜜的蟲體。
70220,龙卷斑蝶,龍卷斑蝶
70221,风俗中，龙卷斑蝶通常是龙卷风的预兆。,風俗中，龍卷斑蝶通常是龍捲風的預兆。
70230,沙漠瓢虫,沙漠瓢蟲
70231,沙漠中十分隐秘的瓢虫。,沙漠中十分隱秘的瓢蟲。
70240,鱼腥菇,魚腥菇
70250,德尔摩菌苔,德爾摩菌苔
70260,沼底黑藻,沼底黑藻
70270,碎火花,碎火花
90000,植物生长剂,植物生長劑
90001,能够加速植物生长的粘稠药剂，注意：头发≠植物！,能夠加速植物生長的粘稠藥劑，注意：頭髮≠植物！
90002,普通配方,普通配方
90010,冰沙,冰沙
90011,冰冰凉凉的冰沙是夏日消暑的首选，甜甜的黏土和凉爽的冰泉组合在一起带给人不一样的冰爽体验。,冰冰涼涼的冰沙是夏日消暑的首選，甜甜的黏土和涼爽的冰泉組合在一起帶給人不一樣的冰爽體驗。
90020,史莱姆王冠,史萊姆王冠
90021,史莱姆一族王者的象征，因为粘上了史莱姆黏液所以感觉黏糊糊的。,史萊姆一族王者的象徵，因為粘上了史萊姆黏液所以感覺黏糊糊的。
90030,蜜汁面包,蜜汁麵包
90031,蓬松的面包浇上金灿灿的蜂蜜汁，有着甜甜的口感的面包是女生们最喜欢的面包款式。,蓬鬆的麵包澆上金燦燦的蜂蜜汁，有著甜甜的口感的麵包是女生們最喜歡的麵包款式。
90040,隔热凝胶,隔熱凝膠
90041,淡红色的透明凝胶，能够大量吸收热量而不产生有效形变，是任何情景下都能用到的物品。,淡紅色的透明凝膠，能夠大量吸收熱量而不產生有效形變，是任何情景下都能用到的物品。
90050,面包,麵包
90051,金黄色的麦粒面包，有些难啃但是味道独特，用于驱赶野兽也是一把好手。,金黃色的麥粒麵包，有些難啃但是味道獨特，用於驅趕野獸也是一把好手。
90060,番茄面包,番茄麵包
90061,有着番茄切片的可口面包，能在吃面包的同时尝到番茄的滋味。据说这是莫西最喜欢吃的面包，送她这个准没错。,有著番茄切片的可口麵包，能在吃麵包的同時嘗到番茄的滋味。據說這是莫西最喜歡吃的麵包，送她這個准沒錯。
90070,昏睡面包,昏睡麵包
90071,吃下后就昏昏欲睡的面包，一定程度上能帮助失眠人士安然入睡。,吃下後就昏昏欲睡的麵包，一定程度上能幫助失眠人士安然入睡。
90080,火爆面包,火爆麵包
90081,又辣又噎人的火爆面包，一般只有糙汉子才咽的下这种面包。,又辣又噎人的火爆麵包，一般只有糙漢子才咽的下這種麵包。
90090,百变黏土,百變黏土
90091,能随意改变自身形状的神奇黏土，很受小孩子喜欢，同时这种黏土在各种制造方面也经常派上用处。,能隨意改變自身形狀的神奇黏土，很受小孩子喜歡，同時這種黏土在各種製造方面也經常派上用處。
90100,弹力凝胶,彈力凝膠
90101,淡蓝色的甜味凝胶，具有一定的消炎止痛作用，但正常人不会直接食用…吧？,淡藍色的甜味凝膠，具有一定的消炎止痛作用，但正常人不會直接食用…吧？
90110,超Q弹果冻,超Q彈果凍
90111,淡粉色的果冻，拥有超乎想象的弹力，经常会因为掉落在地上而飞的找不到踪影…,淡粉色的果凍，擁有超乎想像的彈力，經常會因為掉落在地上而飛的找不到蹤影…
90120,番茄酱,番茄醬
90121,用番茄熬成的酱，是非常方便的食品调料，能跟很多料理结合在一起组成美食。,用番茄熬成的醬，是非常方便的食品調料，能跟很多料理結合在一起組成美食。
90130,魔力蒸汽,魔力蒸汽
90131,将带有魔法的液体使用魔法火焰蒸发得到的纯粹蒸汽，可用于任何魔法物品的合成与制作。警告！不能直接吸取！,將帶有魔法的液體使用魔法火焰蒸發得到的純粹蒸汽，可用於任何魔法物品的合成與製作。警告！不能直接吸取！
90140,红色墨水,紅色墨水
90141,不同于常见的黑色墨水，红色墨水通常用来完成一些禁忌的法阵，所以红色墨水的炼制从另一种角度上来看也是禁忌。,不同於常見的黑色墨水，紅色墨水通常用來完成一些禁忌的法陣，所以紅色墨水的鍊製從另一種角度上來看也是禁忌。
90150,棕色墨水,棕色墨水
90151,比较少见的棕色墨水，使用它的一般都是对颜色有高要求的人。,比較少見的棕色墨水，使用它的一般都是對顏色有高要求的人。
90160,黑色墨水,黑色墨水
90161,非常常见的工具，基本家家户户都备着一瓶用来写字。,非常常見的工具，基本家家戶戶都備著一瓶用來寫字。
90170,惰性凝液,惰性凝液
90171,流动十分缓慢的液体有一定的缓冲功能，也不容易与其他素材发生炼金反应，比较适合用来储存贵重物品。,流動十分緩慢的液體有一定的緩衝功能，也不容易與其他素材發生鍊金反應，比較適合用來儲存貴重物品。
90180,魔力冰晶,魔力冰晶
90181,无论如何也不会融化的冰晶，在太阳底下会反射五彩的光芒。,無論如何也不會融化的冰晶，在太陽底下會反射五彩的光芒。
90190,轻灵药,輕靈藥
90191,辅助行动的药剂，会消除疲劳一身轻松，一口气上五楼都不累。,輔助行動的藥劑，會消除疲勞一身輕鬆，一口氣上五樓都不累。
90200,营养燕麦,營養燕麥
90201,"自热小麦完全激活了魔法冰泉中的魔力，
成为了一锅十分具有营养价值的燕麦粥。","自熱小麥完全啟動了魔法冰泉中的魔力，
成為了一鍋十分具有營養價值的燕麥粥。"
90210,番茄汤,番茄湯
90211,番茄汤，家常又十分好喝的料理，没有人能拒绝美味的番茄汤，如果有，那就再来一碗,番茄湯，家常又十分好喝的料理，沒有人能拒絕美味的番茄湯，如果有，那就再來一碗
90220,冰霜蘑菇,冰霜蘑菇
90221,冰霜包裹着的可爱蘑菇，会使周围的温度降低。这种蘑菇虽然长得可爱，但是不能直接用手碰，容易造成冻伤。,冰霜包裹著的可愛蘑菇，會使周圍的溫度降低。這種蘑菇雖然長得可愛，但是不能直接用手碰，容易造成凍傷。
90230,云雨精华,雲雨精華
90231,"以丛云果与降雨水仙辅助提炼而出的充满云间之美的香料精华，
是所有心境淡雅之人最爱的香料之一。","以叢雲果與降雨水仙輔助提鍊而出的充滿雲間之美的香料精華，
是所有心境淡雅之人最愛的香料之一。"
90240,灰烬,灰燼
90241,被火焰灼烧的风元素粉尘，惨不忍睹一股焦味…,被火焰灼燒的風元素粉塵，慘不忍睹一股焦味…
90250,节日烟花,節日煙花
90251,七彩的节日烟花，因为添加了一些奇妙的羽翼，拥有了更加奇妙绚丽的颜色。,七彩的節日煙花，因為添加了一些奇妙的羽翼，擁有了更加奇妙絢麗的顏色。
90260,蜡烛,蠟燭
90261,用火结晶凝固而成的蜡烛，比市面上的要耐烧一点点？,用火結晶凝固而成的蠟燭，比市面上的要耐燒一點點？
90270,易燃粉,易燃粉
90271,十分危险的粉末，只要有一点点火花马上就会燃起熊熊烈火，很容易引发森林大火、,十分危險的粉末，只要有一點點火花馬上就會燃起熊熊烈火，很容易引發森林大火、
90280,不灭的火种,不滅的火種
90281,火焰与火焰的融合将会创造出永恒不灭的终极火焰—《初学者误导指南》,火焰與火焰的融合將會創造出永恆不滅的終極火焰—《初學者誤導指南》
90290,魔力火苗,魔力火苗
90291,燃烧着某些草药而出现的魔法火苗，有着最纯粹的自然魔力，就算是交给孩子把玩也不用担心造成火灾。,燃燒著某些草藥而出現的魔法火苗，有著最純粹的自然魔力，就算是交給孩子把玩也不用擔心造成火災。
90300,燃火蘑菇,燃火蘑菇
90301,小火苗包裹着的蘑菇，跟冰霜蘑菇有着相似之处但属性完全不同。同样也是不能直接用手接触的。,小火苗包裹著的蘑菇，跟冰霜蘑菇有著相似之處但屬性完全不同。同樣也是不能直接用手接觸的。
90310,提纯火元素,提純火元素
90311,利用岩蛭腐蚀吞噬的作用，将火结晶中的元素提纯使用。,利用岩蛭腐蝕吞噬的作用，將火結晶中的元素提純使用。
90320,火锅底料,火鍋底料
90321,"根据地区不同，配方不同，口味也不同的配料。
谨记，肠胃不好不要在西南地区购买该产品。","根據地區不同，配方不同，口味也不同的配料。
謹記，腸胃不好不要在西南地區購買該產品。"
90330,昏睡药粉,昏睡藥粉
90331,吸入后就昏昏欲睡的高效药粉，通常用来帮助治疗失眠患者。,吸入後就昏昏欲睡的高效藥粉，通常用來幫助治療失眠患者。
90340,厄运药粉,厄運藥粉
90341,撒在人身上就能让他沾染霉运的药粉，黑市里面的畅销商品。,撒在人身上就能讓他沾染黴運的藥粉，黑市裏面的暢銷商品。
90350,回魔药粉,回魔藥粉
90351,能适当回复魔法的常用药粉，尽管很好用但每天都有使用次数上限，使用过度会产生头疼等问题。,能適當回復魔法的常用藥粉，儘管很好用但每天都有使用次數上限，使用過度會產生頭疼等問題。
90360,微光药粉,微光藥粉
90361,"能散发出微弱光芒的药粉,曾经有人吃下很多想试试自己能不能发光，直到自己眼冒金星还以为自己真的发光了。","能散發出微弱光芒的藥粉,曾經有人吃下很多想試試自己能不能發光，直到自己眼冒金星還以為自己真的發光了。"
90370,火爆药粉,火爆藥粉
90371,爆炸辣的药粉，几乎不能直接吃，但总有勇士会去尝试，这甚至演变出了一种试胆大会。,爆炸辣的藥粉，幾乎不能直接吃，但總有勇士會去嘗試，這甚至演變出了一種試膽大會。
90380,自然精华,自然精華
90381,采用最为自然澄澈的物质炼制而成的精华膏，能够让牙齿回归闪亮的的牙齿清洁药品。,採用最為自然澄澈的物質鍊製而成的精華膏，能夠讓牙齒回歸閃亮的的牙齒清潔藥品。
90390,降雨云朵,降雨雲朵
90391,"能够悬浮在空中的实体雨云，
通常在花农的温室中使用于为花朵灌溉。","能夠懸浮在空中的實體雨雲，
通常在花農的溫室中使用於為花朵灌溉。"
90400,七彩棉花,七彩棉花
90401,七彩棉花是琉璃岛上的特色产品，大陆上的贵族又十分青睐这种棉花。因此棉花的出口经常供不应求。,七彩棉花是琉璃島上的特色產品，大陸上的貴族又十分青睞這種棉花。因此棉花的出口經常供不應求。
90410,异域绒布,異域絨布
90411,五彩斑斓的绒布，几乎没有重量，最适合成为制作舞裙的材料之一。,五彩斑斕的絨布，幾乎沒有重量，最適合成為製作舞裙的材料之一。
90420,翼根果,翼根果
90421,"附着更大漂浮魔力的果实，吃下去的人在短时间内可以拥有
自由飞行的能力。","附著更大漂浮魔力的果實，吃下去的人在短時間內可以擁有
自由飛行的能力。"
90430,梅林勋章,梅林勳章
90431,一枚闪着奇异光彩的勋章，其中蕴含着十分奇妙的魔力与见闻…,一枚閃著奇異光彩的勳章，其中蘊含著十分奇妙的魔力與見聞…
90440,精致红宝石,精緻紅寶石
90441,用破碎矿石精细打磨而成的闪亮宝石，在冬夜中也能散发出一丝丝舒适的温暖。,用破碎礦石精細打磨而成的閃亮寶石，在冬夜中也能散發出一絲絲舒適的溫暖。
90450,克莱因金属,克萊因金屬
90451,纯粹的克莱因金属，能够用来打造一些坚硬的器具，硬度尚且不如通用的钢铁。,純粹的克萊因金屬，能夠用來打造一些堅硬的器具，硬度尚且不如通用的鋼鐵。
90460,地藏,地藏
90461,被视为一种招好运的石像，有些人说有用，有些人又说没用。对此只能说信则有，不信则无。,被視為一種招好運的石像，有些人說有用，有些人又說沒用。對此只能說信則有，不信則無。
90470,魔法火坑,魔法火坑
90471,比起营火能燃烧更久还能循环使用，但需要更多素材，体积也比较大不方便携带。,比起營火能燃燒更久還能迴圈使用，但需要更多素材，體積也比較大不方便攜帶。
90480,筑城砂砖,築城砂磚
90481,坚固的砂砖，经过多道检测，能够抵抗较大程度的冲击而不碎裂。,堅固的砂磚，經過多道檢測，能夠抵抗較大程度的衝擊而不碎裂。
90490,焦炭树枝,焦炭樹枝
